1120	et iaim tous chiaus 	e io amo tutti quelli 	1350
1121	qui en tel maniere usent lor vie. 	che in tale maniera usano lor vita, 	1351
1122	Car iou meismes sui cheualiers errans. 	ch’io medesimo sono cavaliere errante; 	1352
1123	et pour chou vous voeil iou proier 	e i' vo vorrei pregare 	1353
1124	que vous vous herbergies hui mais auec moi. 	che voi albergaste stanotte con esso meco, 	1354
1125|1126	Car se vous vous partes de ci |vous ne trouueres hui 	ché se voi passate di qui vo' non troverete oggimai 	1355
1127	mais se fores non saluages. 	se non foresta si salvatica 	1356
1128	si que vous y porrois bien foruoier. 	che vo potrete molto tosto disviare; 	1357
1129	Et il est pres del uespre 	ed egli è bene tempo d’albergare, |ciò vedete voi bene: 	1358|1359
1130	si vous lo que vous remaignies 	perciò vo lodo in buona fé |che voi rimagniate, 	1360|1361
1131	et vous el aurois ostel tout a uostre uolente. 	e voi ci areste ostello buono e bello |e tutto a vostro volere. — 	1362|1363
1132	iau sire fait lancelot 	Bel sire, |disse Lancellotto, 	1364|1365
1133	puis que il vous plaist iou remandrai. 	e io rimarrò per vostro amore 	1366
1134	Lors descentas Dde son cheual 	e per ciò che vo' siete cavaliere erante come vo' dite». |soAllor discende Lancellotto 	1367|1368
1135	Et uallet saillent des autres paueillons. 	e' valletti salgono dell’altro padiglione, 	1369
1136	si le desarment demaintenant. 	si 'l disarmarono 	1370
1137	puis li aportent vn mantel de samit por affubler. 	e gli aportarono uno mantello di sciamito per afibiare, 	1371
1138	et lors sen uont el grant paueillon entre lui et le cheualier. 	per lo caldo che grande era, 	1372
1139	et cil li demande 	si se ne vanno nel grande padiglione |intra lui e l cavaliere; 	1373|1374
1140	ou il aloit. 	allor parlarono insieme |e si tracomandarono al domandare l’uno a l’altro di suo essere, 	1375|1376
1141	Et lancelot li dist 	si inchiede il cavaliere a Lancellotto |donde e viene 	1377|1378
1142	quil volroit estre a la cort le roy baudemagu 	e dove e' va, |e quale aventura il mena si solo, 	1379|1380
1143	pour combatre a. j. cheualier 	ed e' gli conta una partita di suo essere |e una partita ne li 	1381|1382
1144	qui lauait apele de traison. 	cela;e tutvorebbe essere per sé difendere verso d’uno cavaliere |che apellato l’à di tradigione nella corte del re Artù. 	1383|1384
1145	Et en chou quil a parloient 	Seln ciò che parlavano insi, 	1385
1146	ensi orent li escuier mises lez tables. 	ebbono i valletti messe le tavole: 	1386
1147	si vont lauer 	si si lavarono lor mani 	1387
1148|1149	si sassistrent li cheualier au mangier |Et vne damoisele 	e s’asederono al mangiare intra l cavaliere e Lancellotto e una damigella 	1388
1150	qui moult estoit bele 	che molto fu bella e avenante e fresca, 	1389
1151	qui estoit amie au cheualier de laiens. 	si era amica del signor di là entro, |si era ella molto gentile femina. 	1390|1391
1152	si mangerent tout. iij. ensamble 	i mangiarono tutti e tre insieme |e quella, 	1392|1393
1153	mais moult regarde la damoisele lancelot. 	che Lancellotto riguardava tutto adesso, 	1394
1154	et ne se puet de lui regarder saouler. 	non si può satollare di lui vedere, 	1395
1155	Si ne prisa onques mais la biaute domme vers la soie. 	ché tanto le sembia a essere bello |ch’ella non pregia unque biltà d’uomo inverso costui: 	1396|1397
1156	Si le regarde si ententieument 	isi-llo sguarda si visibilmente 	1398
1157	que tout en laisse le boire et le mangier. 	che tutto ne lascia suo mangiare, 	1399
1158|1159	si que a autre chose nentent. |fors ca lui remirer. 	né ad altra cosa non ne intende fôrse a llui riguardare. 	1400
1160	Si ont li escuier oste le premier mes. 	i tentivamente il riguardava |che gli scudieri ebbono levata la prima imbandigione 	1401|1402
1161	mais onques la damoisele nen gousta. 	ch’unque la damigella no ne saggiò, 	1403
1162	Ains pensa toutes voies a la grant biaute lancelot. 	ché d’altra vivanda avea presa a mangiare |dond’ella non si satollerà mica leggermente, 	1404|1405
1163	Et en celui pense 	ciò l’è aviso, 	1406
1164	li descendoit au cuer vne si grant amor : 	si farà s’ella unque potrà. |Slnsi pensa la damigella tuttavia, 	1407|1408
1165	que elle ama lancelot outre chou 	e n quel pensieri le si ferma nel cuore uno sì grande amore |ch’ella ama Lancellotto 	1409|1410
1166	que femme nama onkes si homme. 	oltre ciò che femina non amò mai uomo. |i-ll’è aviso 	1411|1412
1167	Si li est auis 	che se Dio, |che n’à forza, le consentisse 	1413|1414
1168	que sil lamoit 	ch’elli l’amasse, 	1415
1169	que elle seroit bone euree. 	ch’ella sarebbe in buon'or nata. 	1416
1170	Mais chi endroit nen parole plus li contes. 	Ma qui indiritto non parla più il conto, 	1417
1171	mais cha auant vous deuisera 	ché qua avanti vo diviserà 	1418
1172	comment elle lama merueilleusement. 	com’ella l’amò maravigliosamente 	1419
1173	Et comment elle li pria. 	e com’ella ne 'l pregò |e richiese d’amore, 	1420|1421
1174	et la meruelle 	e le maraviglie 	1422
1175	que sez amis en fist. 	che suo amico ne fece 	1423
1176	quant il sot 	quand’e' seppe 	1424
1177	que elle lama. 	ch’ella l’amava, 	1425
1178	Et comment elle morut por chou 	e come elli la rifiutò |e com’ella ne mori. 	1426|1427
1179|1180	quil le refusa, |out ce vous trespassera li contes 	Tutto vo trapassa ora il conto 	1428
1181	chi endroit pour deuiser vne autre auenture	qui indiritto per divisare una aventura 	1429
1182	qui lor auint el pauellon 	che loro avenne nel padiglione 	1430
1183|1184	ensi com vous orres. |ANsi entendi la damoisele a regarder lancelot 	ove egli erano. 	1431
1185	que onques ne manga 	Or dice il conto 	1432
1186|1187	Et tant que on dut seruir du secont mes : |Et quant il orent le secont 	che quando elli ebbono la seconda messa avuta, 	1433
1188|1189	mes es vous. j. cheualier arme dunes armes uermeilles |qui vint corant par deuant le paueillon 	ed e' vidono uno cavaliere armato d’un’arme vermiglie 	1434
1190	et vit el paueillon. j. escuier 	che davanti lor venne nel padiglione; |e là ove vide uno scudieri 	1435|1436
1191	qui seruoit a la table 	che serviva alla tavola 	1437
1192	qui estoit freres au cheualier de laiens. 	ed era fratello del cavaliere di là entro, 	1438
1193	Et il cort mainte nant 	ed e' corre in quelle parti, 	1439
1194	si le prent par les espaulles 	si prende lo scudieri per le spalle 	1440
1195	et le met par deuant lui sor le col de son cheual. 	e lieva davanti lui sopra l’arcione della sella, 	1441
1196	si sen torne a tout. 	si se ne va con tutto lui broccando. 	1442
1197	Et quant li cheualiers del paueillon vit chou 	'E quando il signor del padiglione vide ciò, 	1443
1198	si crie a lancelot. 	si isgrida a Lancellotto: 	1444
1199	Sire iou sui mors sil emporte ensi mon frere. 	Al, bel sire, io son morto |se que' ne porta insi mio fratello, 	1445|1446
1200	quar il locirra sil nest secorus 	ché l’uccidrà se nonn-è soccorsol 	1447
1201	Si vous pri pour dieu 	Si vo priego, per Dio, 	1448
1202	que vous metes paine en lui rescorre. 	che vo' vi mettiate pena in lui riscuotere». 	1449
1203	Lors saut maintenant lancelot doutre la table. 	E Lancellotto salta tutto immantanente della tavola 	1450
1204	si demande ses armes 	e domanda sue armi, 	1451
1205	Et vns escuiers vint a lui. 	e uno scudiere viene avanti 	1452
1206	si li dist 	che gli disse: 	1453
1207	Par foy sire vos armes et vostre cheual enmainent il 	«Per fé, vostre armi e vostro cavallo ne mena elli. — 	1454
1208|1209	voire fait il : |par mon chief por chou ne remandra il mie 	Vere, diss’elli, per mio capo, 	1455
1210	que ams iou ne lez sieue. 	già per ciò non rimarrà |ch’io nol seguiti». 	1456|1457
1211	Et lors sen ist hors del paueillon. 	Allor va fuori del padiglione 	1458
1212	et li cheualiers aueques lui. 	e l cavaliere con lui, 	1459
1213	et il regarde chiaus 	ed e'risguardano quelli 	1460
1214	qui sen vont 	che se ne vanno 	1461
1215	qui auoient passe laigue par. j. pont de fust. 	che già avieno passato l’acqua per un ponte di legno, 	1462
1216	Et lancelot demande au cheualier sil remandra 	Pe Lancellotto domanda al cavaliere |s’elli rimarrà, 	1463|1464
1217	Sire fait il nenil 	ed e dice: |«Sire, 	1465|1466
1218	ains vous tendrai compaignie 	non, anzi, vo farò compagnia 	1467
1219	tant que vous aies troue 	tanto che noi troviamo 	1468
1220	qui armes vous volsist baillier. 	chi armi vo doni». 	1469
1221	Lors acoillent lor chemin droit au pont 	Allora accolgono lor camino tutto a ppiè |e vengono al ponte, 	1470|1471
1222	et passent outre. 	si passano oltre 	1472
1223	Et sadrecent a vn tertre par ou li cheualier vont. 	e s’adirsizlano al poggio |per dove il cavaliere se ne va. 	1473|1474
1224	Si nont gaires ale quant il ont encontre. j. cheualier a vnes armes noires 	Si non ebbono guari andato |quando elli incontrarono uno cavaliere a une armi nere 	1475|1476
1225	qui venoit au pont par. j. Chemin de trauers. 	che vlenlia al ponte per uno camino di traverso. 	1477
1226	Et quant il vit lancelot si sarreste por chou 	E quand’e' vide Lancellotto, 	1478
1227	quil le connut bien.	si si arestò per ciò che ben lo conosce, 	1479
1228	Si li demande 	si gli domanda 	1480
1229	ou il aloit ensi tout a pie et desarmes. 	ov’elli va insi a piede |e tutto disarmato. 	1481|1482
1230	Qui estes vous fait lancelot 	PeChi siete voi, |disse Lancellotto, sire, 	1483|1484
1231	qui me demandes ou ie vois. 	che mi domandate |ov’io vò? - 	1485|1486
1232	Iou sui fait il vns cheualiers destrange pais 	l’ son, diss’elli, uno cavaliere di stran paese 	1487
1233	qui moult mesmerueil de chou 	che molto mi maraviglio |di ciò 	1488|1489
1234	que iou vous voi ensi aler. 	ch’io vi veggio insì andare». 	1490
1235	Et lancelot li conte 	E Lancellotto gli conta 	1491
1236	comment il estoit herbergies. 	com’egli era albergato |e come uno cavaliere venne là entro 	1492|1493
		ov’elli mangiavano, 	1494
1237	et comment li valles fu pris et sez armes et ses cheuals emportees. 	e prese uno scudieri a forza davanti noi |e l mise sopra l collo di suo cavallo, 	1495|1496
		e ancor m’à elli più misfatto, 	1497
		disse Lancellotto, 	1498
		ché quelli che con esso lui venono 	1499
		ne portano mie armi 	1500
		e ne menano mio cavallo. 	1501
1238	Quel guerredon fait cil porroie iou de vous atendre : 	—E quale guiderdone potre io di voi atendere, 	1502
1239	se ie por vous me desarmoie 	s’io per voi mi disarmasse 	1503
1240	et vous bailloie mes armes et mon cheual. 	e vo donasse mio cavallo e mie armi? — |Certo, 	1504|1505
1241	Certes fait lancelot 	sire, |disse Lancellotto, 	1506|1507
1242	tel comme vous deuiseres. 	tale come diviserete. — |e vo', 	1508|1509
		disse il cavaliere a l’arme nere, 	1510
1243	Se vous fait cil el premier lieu 	nel primaio luogo |ov’io vo troverò armato 	1511|1512
1244	ou iou vous trouerai arme me creantissies a baillier vos armes 	per ch’io sia disarmato |mi volete dare vostre armi, 	1513|1514
1245	Iou vous bailleroie lez moies 	e ciò mi volete impromettere, |io vo donerò le mie 	1515|1516
		che molto sono buone e difensaboli. — 	1517
		Certo, 	1518
		disse Lancellotto, 	1519
1246	Certes fait lancelot volentiers par ensi que vous ne me truisies combatant. 	si farò io, |purché voi non mi troviate combattendo». 	1520|1521
1247	Et cil descent maintenant 	E que' dice |che si, dic’elli, 	1522|1523
1248	si se desarme 	e Lancellotto gliel promette immantanente a donare. |sImmantanente discende il cavaliere 	1524|1525
1249	et baille a lancelot tout son harnois. 	e disarma |e dona a Lancellotto sue armi e suo arnese, 	1526|1527
1250	Et il sen appareille tout maintenant 	ed e'se n’aparecchia, 	1528
1251	et monte sor le cheual 	si monta in suo cavallo, 	1529
1252	et dist a son oste 	poscia dice a suo oste 	1530
1253	quil sen retort quar iou connistera bien lez armes a celui 	ch’elli si ritorni, |e que' dice che non farà. 	1531|1532
1254	qui iou vois querant. 	Si farete, 	1533
1255	Etr cil dist 	disse Lancellotto, 	1534
1256	que dont sen retornera il 	ch’io conoscerò bene l’armi di colui |a cui io vo cheggendo 	1535|1536
1257	puis quil le veult. 	in quale che luogo |ch’io il trovasse». 	1537|1538
		VE que' dice che, 	1539
		poscia ch’elli vuole, 	1540
1258	Si sen retorne atant 	ch’elli si tornerà: |si se ne va 	1541|1542
1259	et enmaine aueques lui le cheualier 	e mena con esso lui il cavaliere 	1543
1260	qui moult est lies 	che molto est lieto 	1544
1261|1262	de ce que lancelot! |doit. j. guerredon. 	di ciò che Lancellotto gli dee uno guiderdone. 	1545
1263	Et lancelot si acuelle son chemin 	E Lancellotto accoglie suo camino apresso coloro che seguita, 	1546
1264	por aler apres chiaus quil sieut. 	tanto ch’egli è Purchél penurche . 	1547
1265	Tant quil est uenus el tertre en haut. 	Vjenhaj via venuto al poggio in alti. |Allora isguarda davanti lui, 	1548|1549
1266	Et lors uoit deuant lui la forest dez. iij. perieus:. 	si vide la foresta |che l’uomo chiama la foresta de' Tre Perigli, 	1550|1551
1267	Et chou porcoi elle est ensi apelee deuisera bien li contes cha auant. 	e ciò perch’ella fu insi chiamata |vo diviserà il conto ben qua avanti. 	1552|1553
1268	Quant lancelot fu amont el tertre 	Sl oQuand’e fu montato nel poggio, 	1554
1269	si regarda deuant lui 	si isguarda davanti lui. 	1555
1270	mais il ni uit nul de ceaus 	ma elli non vide nullo di quelli 	1556
1271	que il queroit 	ch’elli chiedea, 	1557
1272	quar il sestoient ia feru en la forest. 	ché s’erano già messi nella foresta. 	1558
1273	Et toutes voies sieut il lez esclos dez cheuaus 	E nonperquanto tuttavia segue elli li scrosci de' cavalli 	1559
1274	tant quil est uenus a lentree de la ; forest. 	tanto ch’egli è venuto all’entrata della foresta. 	1560
1275	Et lors encontra vne damoisele toute kenue 	Allora incontrò elli una dama tutta canuta 	1561
1276	qui cheualchoit moult noblement. 	che cavalcava molto contamente, 	1562
1277	et auoit sez treches toutes desloies par sez espaulles comme pucele. 	suo capelli isparti per sue spalle com’una pulcella, 	1563
1278	Et auoit en son chief chapel de roses 	e avea in suo capo uno capello di rose, 	1564
1279	quar ce estoit entor la saint iehan : 	ché ciò era intorno il Santo Giovanni. 	1565
1280|1281	Il le salue maintenant |quil la uit. 	Elli saluta 	1566
1282	Et elle dist 	ed ella gli dice 	1567
1283	que diex li donnast boine auenture. 	che buona aventura gli doni lddio. |Dama, 	1568|1569
1284	Damsolisele fait sil me sauries vous enseignier 	disse Lancellotto, |mi sapreste vo' dire 	1570|1571
1285|1286	quel part vns cheualiers sen uait |qui porte vnes armes uermeilles. 	in quale parti uno cavaliere a une armi vermiglie se ne va? 	1572
		—Al nome di Dio, 	1573
1287	Enon dieu fait elle iou le vous enseigneroie bien 	diss’ella, |il voi insegnerei bene, 	1574|1575
1288	se iou voloie. 	s’i' volesse. — 	1576
1289	Dites le moi fait il par tel couuent 	Ditelme, |disse Lancellotto, per convento 	1577|1578
1290	que iou soie vos cheualiers el premier lieu ou vous me requerres. 	che sia vostro cavaliere nel primaio luogo |che vo me ne richiederete. 	1579|1580
1291	Se vous me creantes fait elle 	—?Se vo' mi giurate, |disse la vecchia, 	1581|1582
1292	que vous me sieurres el premier lieu 	che vo'mi seguirete di qualche ora 	1583
1293	ou iou vous en semondrai. 	ch’i vo ne riglia, 	1584
1294	iou le vous enseignerai. 	io il vo insegnerò». 	1585
1295	Et il li creante maintenant : 	Ed e' lel giura immantanente, 	1586
1296	dont il fu puis corocies 	donde si penté 	1587
1297	et moult se repenti tele heure fu. 	poscia duramente tale ora fu. 	1588
1298	Ore ales fait elle tout chest chemin 	“Or andate, diss’ella, |tutto questo camino», 	1589|1590
1299	si li moustre. j. sentier estroit 	si gli mostra uno sentieri stretto 	1591
1300	qui aloit dentrauers la forest. 	ch’andava in traverso della foresta, 	1592
1301	si ne tornes nulle part. 	«sì non vi volgete, |diss’ella, 	1593|1594
1302	Et quant vous aures erre demie lieue. 	i'nulla |parte,Se quando voi arete andato intorno a meza lega, 	1595|1596
1303	si troueres. iiij. pauellons sor. j. uiuier tendus. 	si vedrete dallato uno vivaio intorniati quatro padiglioni tenduti: 	1597
1304	et la dedens troueres le cheualier 	di dentro troverete il cavaliere 	1598
1305	que vous queres 	che vo' chiedete, 	1599
1306	que on apele atramant le gros. 	che l’uomo chiama Aramonte il Grosso, 	1600
1307	si le connistres a ces enseignes 	si 'l conoscerete a queste insegne, 	1601
1308	quil a en mi le front. ij. plaies. 	ch’egli à nel miluogo del viso due colpi. 	1602
1309	Or vous en poes aler fait elle 	Or vo ne potete andare, 	1603
1310|1311	mais que vous me dites vostre non. |Et il se nomme moult a enuis. 	ma' che vo' m’abiate detto vostro nome». 	1604
1312	mais toutes voies li dist il 		
1313|1314	quil a a non lancelot del lac. |A tant sen uait lancelot tout le chemin 	Ed e' si noma molto ad invidia, 	1605
1315|1316	que elle li ot enseignie. |si grant aleure 	e tuttavia le diss’elli 	1606
1317	comme il puet del cheual traire. 		
1318|1319	tant quil ataint lez cheualiers as quil sieuoit. |si lor escrie si haut 	ch’egli à nome Lancellotto di Lac. 	1607
1320|1321	que tout le porent bien oir. |Et maintenant li vint a lencontre li vns daus a cheual lescu au col la lance el poing 	Atanto si parte dalla vecchia 	1608
1322|1323	et fu bien armes de toutes armes. |Et lancelot le fiert si durement. 	e se ne va tutto suo camino 	1609
1324|1325	que por le hauberc ne remaint il mie |quil ne li mete parmi le cors le fer del glaiue. 	ch’ella l’avea insegnato, 	1610
1326|1327	si lempaint bien comme cil |qui ot asses cuer et force. 	sì grande andatura 	1611
1328|1329	si le porte del cheual a terre. |puis traist son glaiue a soi. 	come può del cavallo trarre, 	1612
1330	si en reuoit vn autre venir tout apreste de iouster. 		
1331	et il li torne le cheual. 		
1332	et cil qui uenoit acorant li donne tel cop sor son escu 		
1333	que sa lance vole em pieces. 		
1334|1335	Et il aporte la soie j. poi plus bas |si le fiert si durement 	e tanto ch’elli agiugne il cavaliere 	1613
1336	que lez mailles del hauberc ne porent soffrir le cop. 		
1337|1338	que li glaiues ne li voist parmi le cors. |si quil pert de lautre part. 	ch’elli seguia. 	1614
1339	Et il lempaint si durement 		
1340	quil porte lui et le cheual a terre tout en. j. mont. 		
1341	Lors dient cil 		
1342|1343	qui deuant sen uont |que bien iouste li cheualiers 	donde loro piaga gran colpi 	1615
1344	qui. ij . de lor compaignons a abatus. 		
1345	Et lancelot laisse corre a aus tous quencore estoient. xij. 		
1346	Si trait lespee 		
1347	quar ses glaiues iert brisies au cheualier 		
1348	quil auoit daarrainement abatu. 		
1349	Si lor detrence escus et lor pechoie heaumes. 		
1350	et derront haubers. 		
1351|1352	si fait tant par sa proece |que tuit cil 	là ov'elli l’agiungono, 	1616
1353	qui Ie voient sen esmerueillent. 		
1354	Et la ou il voit le cheualier as armes uermeilles 		
1355	si ne le mesconnut mie 		
1356|1357	ains li adrece le cheual parmi euls tous. |et li donne si grant cop parmi le heaume 	ené unque per podere 	1617
1358|1359	quil ne se puet tenir es archons. |ains cai a terre 	ch’elli abbiano no-lli possono torre terra, 	1618
1360	Et lancelot li uait par desor le cors. 		
1361|1362	tant que tout le debrise. |Lors sont li autre moult esmaie. 	anzi si va per me' loro molte fiate, 	1619
1363|1364	quar il quident quil soit mors. |Et il estoit lor sires 	qualche grado che n’abbino. 	1620
1365	si se metent en paine de lui uengier. 		
1366|1367	Si corent sus a lancelot |mais il ne le trueuent pas esbahi. 	E di tanto gli avenne elli bene 	1621
1368|1369	Ains est pres de lui desfendre. |si lor abandonne son escu 	che non agiugne cavaliere a colpo 	1622
1370	et lor donne grans cols 		
1371|1372	la ou il lez puet ataindre. |Ne onques por pooir 	che non gli faccia sentire la spada nella carne ignuda, 	1623
1373|1374	que il eussent ne li porent tolir terre. |Ains ua sor aus a force et mal gre auls. 	e elli il porta del cavallo a terra: 	1624
1375	Et de tant li auint il bien 	si loro arappa gli scudi di collo e gli elmi di testa, 	1625
1376|1377	quil nataint cheualier a cop |quil ne li face lespee sentir en car nue. 	e lor colpa pugna e braccia, 	1626
1378|1379	ou il le porte del cheual a terre. |Si lor arache lez heaumes des testes et se hurte entreuls de cors et de cheual. 	e si percuote in loro di corpo e di cavallo e di braccia, 	1627
1380	si en a. y. tels atornes 	si n’à tali cinque atornati 	1628
1381	que il gisent a terre. 	che giacciono in terra si conci 	1629
1382	et nont pooir de euls releuer. 	che non ânno podere di lor rilevare. 	1630
1383	Et quant li autre uirent chou 	E quando gli altri vidono ciò, 	1631
1384	si lor est auis. 	si loro est aviso 	1632
1385	que sil y demoroient plus 	che, s’elli vi dimorassono più, 	1633
1386	quil mi porroient durer sans mort. 	e' non potranno scampare sanza morte: 	1634
1387	si senfuient au plus tost 	perciò tornarono elli in fuga al più tosto 	1635
1388	quil pueent vers la forest 	ch’elli poterono inverso la foresta, 	1636
1389	la ou il le virent plus espesse. 	là ov'elli la vidono più spessa. 	1637
1390	Et lancelot ne lez porsieut mie. 	E Lancellotto no gli segue mica gravemente, 	1638
1391	ains sen retorne au cheualier 	anzi ritorna al cavaliere 	1639
1392	qui auoit lez armes uermelles. 	ch’elli ebbe abatuto, |quelli alle armi vermiglie, 	1640|1641
1393	Car il uaudra sauoir 	ch’elli vorà sapere 	1642
1394	qui il est. 	chi egli è. 	1643
1395	Et quant il y est uenus si trueue lescuier 	E quand’e v’è venuto, |si vi truova lo scudieri 	1644|1645
		ch’elli chiedea, 	1646
1396	quil queroit et auoit lez mains loiies derriere son dos. 	che l’uomo avea già messo sopr’un ronzino, |le mani legate di dietro il dosso, 	1647|1648
1397	Et il vint a lui 	ed e' viene a-llui, 	1649
1398	si li desloie. 	si 'l dislega. 	1650
1399	Quant li escuiers se sent deliures 	E quand’egli è dilivero. 	1651
1400|1401	si sen uient uers lancelot |si li chiet as pies 	si gli cade immantanente a' piedi, 	1652
1402|1403	et le mercie moult de dieu de la cortoisie |quil li auoit faite. 	si ne l merceda molto; 	1653
1404|1405	Et lancelot descent a pie |si li baille son cheual a garder. 	e Lancellotto si discende a ppiè, si gli baglia suo cavallo a guardare; 	1654
1406	puis vint au cheualier 	poscia va al cavaliere 	1655
1407	qui ia sestoit releues en son seant. 	che già s’era rilevato in suo sedente, 	1656
1408	et estoit si estordis 	si stordito 	1657
1409	quil ne veoit goute. 	che non vedea nulla. 	1658
1410	Et lancelot li errache le heaume de la teste si felenessement 	E Lancellotto gli arappa l’elmo della testa si fellonessamente 	1659
1411	quil flatist a terre tous pasmes. 	che quelli fretisce a terra |d’amendune le palme e di tutta sua faccia, 	1660|1661
		si sanguina del naso e della fronte molto duramente. 	1662
1412	Et lancelot le redrece 	E Lancellotto gli dice |che gli colperà il capo 	1663|1664
		se non si tiene per oltrato, 	1665
1413	et le voit si sanglent 	e quelli est si isvenuto |che non gli può rispondere: 	1666|1667
1414	quil quide vraiement 	si non dice motto, |anzi giace tutto ispasimato, 	1668|1669
		Se Lancellotto il ridirizza, 	1670
1415	quil soit mors. 	si l truova si insanguinato |ch’elli crede bene ch’elli sia morto. 	1671|1672
1416	Lors se repent de chou 	eAllor si ripente di ciò 	1673
1417	que tant de mal li auoit fait. 	che tanto gli à mal fatto, 	1674
1418	Si sassiet lez lui 	si s’asiede dallato a lui 	1675
1419|1420	pour sauoir |que il fera. 	per vedere ch’elli farà, 	1676
1421	Et ia se releuoient. iiij. de chiaus 	e già si rilevavano tre di quelli 	1677
1422	qui auoient este abatu. 	che n terra avieno giaciuto. 	1678
1423	Et lancelot lor cort sus 	E Lancellotto lor lascia correre 	1679
1424	et dist 	e dice 	1680
1425	que tout y morront	che morti	1681
